"LOCATION","TYPE","SERIAL","CARD","MODEL","MATERIAL","RMA","QTY","TECH","PHONE","DATA","DATE","RANDOM"
BB1300FL4,REC,G54DC6QH000113,"003252094655",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,xuxigo
BB1300FL4,REC,G06DA0HG000820,"003252141456",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,owlnhk
BB1300FL4,REC,G54DC6LW007406,"003252168871",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,qhalzq
BB1300FL4,REC,G54DG7HC001616,"003252171651",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,wkygpa
BB1300FL4,REC,G54DH9AL201366,"003252187566",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,kessgj
BB1300FL4,REC,G54DC6LT003915,"003252305200",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,mjnjyh
BB1300FL4,REC,G54DC6RR004860,"003252374453",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,ebaerv
BB1300FL4,REC,G54DC6RC005952,"003252396308",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,zymmax
BB1300FL4,REC,G54DG8MJ001261,"003252511468",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,bgqzbi
BB1300FL4,REC,G54DH9HC200198,"003252548692",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,qvxnve
BB1300FL4,REC,G54DH9HC200607,"003252556430",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,enmnls
BB1300FL4,REC,G54DG7JD001316,"003252781863",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,teeisu
BB1300FL4,REC,G54DC6PQ001633,"003252850379",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,evqspy
BB1300FL4,REC,G54DE7BX005223,"003253009512",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,brwnqi
BB1300FL4,REC,G54DC6LV001283,"003253023109",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,khigkq
BB1300FL4,REC,G54DG7FY003704,"003253082139",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,wpwgug
BB1300FL4,REC,C07BC1CD204409,"003253400364",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,barvsc
BB1300FL4,REC,G54DC6NY005052,"003253411569",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,sqmstz
BB1300FL4,REC,G54DA5QH000568,"003253429538",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,cpnzld
BB1300FL4,REC,G54DA5LX000296,"003253493039",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,ymkrpn
BB1300FL4,REC,G54DD6RW000349,"003253553659",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,loybsw
BB1300FL4,REC,G54DG7LA001071,"003254038767",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,ftvnjm
BB1300FL4,REC,G54DE7AE002594,"003254052917",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,ntabla
BB1300FL4,REC,G54DC6QL005597,"003254095296",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,vohetb
BB1300FL4,REC,G54DA5LD000592,"003254139987",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,vhotwu
BB1300FL4,REC,G54DG7DR003257,"003254185360",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,wwumxl
BB1300FL4,REC,G06DA0RU002826,"003254282431",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,szexzs
BB1300FL4,REC,G54DG7GF002164,"003254347119",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,wcazjj
BB1300FL4,RETNGOOD,C07BC1CJ400675,"003254405396",HR24-200C-R,,,0,"017102","0610505611","11177846",2021-03-10 00:00:00,beeskw
BB1300FL4,REC,G54DC6MH002586,"003254744596",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,ibibii
BB1300FL4,REC,G06DA0FE001329,"003254763398",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,tqeenb
BB1300FL4,REC,G54DC6QT004323,"003254771151",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,selmxi
BB1300FL4,REC,G54DG7GE000394,"003255121042",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,clbrje
BB1300FL4,REC,G54DC6RR001438,"003255153169",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,bhtzaq
BB1300FL4,REC,G54DD6RX003642,"003255183323",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,swzzht
BB1300FL4,REC,G54DG7GH003857,"003255192449",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,zqieie
BB1300FL4,REC,G54DB6GG002614,"003255312625",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,wuikjd
BB1300FL4,REC,G54DG7ET001809,"003255549705",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,cddyoa
BB1300FL4,REC,G54DG7HE005279,"003255585139",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,cyrcvs
BB1300FL4,REC,G54DG7GV001184,"003255708129",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,nkwwym
BB1300FL4,REC,G54DG7GK001901,"003255914305",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,kxgyka
BB1300FL4,REC,C07BC1LW100343,"003255916516",HR24-200C-R,,,0,,"0610505611","11177846",2021-03-10 00:00:00,ycbsua
BB1300FL4,REC,G54DE7AV000822,"003256114152",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,abfopg
BB1300FL4,REC,G54DC6PG002382,"003256121082",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,zcxhgw
BB1300FL4,REC,G54DC6PR000977,"003256318274",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,drmxbz
BB1300FL4,REC,G54DC6PW000783,"003256464789",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,utzusc
BB1300FL4,REC,G54DG7FG000204,"003256572094",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,rcmfwk
BB1300FL4,REC,C07BB1AF104149,"003256593553",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,yysbng
BB1300FL4,REC,G54DC6RM001672,"003256658992",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,xjjkdl
BB1300FL4,REC,G54DD6RX008352,"003256917737",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,dmmnov
BB1300FL4,REC,G54DE6TM004778,"003257088876",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,txizpm
BB1300FL4,REC,G54DG7EQ005162,"003257129746",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,iwqioa
BB1300FL4,REC,G54DE7AP001009,"003257492938",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,ymqxtx
BB1300FL4,REC,G54DE7BT006901,"003258046659",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,szttlw
BB1300FL4,REC,D32HD1HU412584,"003258129372",H25BPX-500C-R,,,0,,"0611056753","11186032",2021-03-18 00:00:00,oslkws
BB1300FL4,REC,G54DH9BG202846,"003258140114",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,jjkdyk
BB1300FL4,REC,G54DE7BH000982,"003258168032",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,xfgxhg
BB1300FL4,REC,G54DH9EA201301,"003258186398",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,ajciwr
BB1300FL4,REC,G54DG7HK000754,"003258308737",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,nbrqtc
BB1300FL4,REC,G54DG8ND000391,"003258412398",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,atdjfh
BB1300FL4,REC,G54DG7FG005500,"003258437726",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,vtfnbz
BB1300FL4,REC,G54DC6QX001543,"003258802283",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,uminlt
BB1300FL4,REC,C07BA0JU200955,"003258928443",HR24-200C-R,,,0,,"0610505611","11177846",2021-03-10 00:00:00,ebbidb
BB1300FL4,REC,G54DC6LD004866,"003258985989",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,pquhlv
BB1300FL4,REC,G54DC6MU004128,"003259092785",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,czompj
BB1300FL4,REC,G54DB6GN001458,"003259140675",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,vftuyl
BB1300FL4,REC,G54DG8GD000602,"003259258592",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,fhcxrf
BB1300FL4,REC,G54DE7BD000857,"003259291148",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,pcpetl
BB1300FL4,REC,G54DH9AU200711,"003259434953",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,bqnczz
BB1300FL4,REC,G54DG8QW000188,"003259559452",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,kkagxh
BB1300FL4,REC,G54DH9CM202028,"003259667057",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,zywnud
BB1300FL4,REC,G54DA5LG000568,"003259671307",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,fzkqik
BB1300FL4,REC,G06DA1CT003288,"003259702052",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,jxwduw
BB1300FL4,REC,G06DA0QV000610,"003260141092",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,unzvkp
BB1300FL4,REC,G54DB6AF002407,"003260179902",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,keidyk
BB1300FL4,REC,C07BB0TF201549,"003260274760",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,lqqzeo
BB1300FL4,REC,G06DA1CD005085,"003260328236",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,jiaguj
BB1300FL4,REC,G54DC6NK002433,"003260382142",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,cxaopm
BB1300FL4,REC,G54DE7CG002961,"003260456110",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,kqutdh
BB1300FL4,REC,A32LE4HF112865,"003260554245",H25BPX-100C-R,,,0,,"0611993446","11190182",2021-04-03 00:00:00,oacasx
BB1300FL4,REC,G54DB6DK002191,"003260624980",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,wzunuw
BB1300FL4,REC,G54DB6DE001381,"003260648146",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,evvjkf
BB1300FL4,REC,G54DE7AP004971,"003260877315",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,dsqamc
BB1300FL4,REC,G54DA5LD000641,"003261092575",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,snqrnj
BB1300FL4,REC,G54DC6JV000967,"003261150993",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,zemigb
BB1300FL4,REC,G54DC6JA004727,"003261584001",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,cbaivx
BB1300FL4,REC,G54DC6LD001606,"003262126786",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,ybskod
BB1300FL4,REC,G54DC6RJ002123,"003262212768",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,rzslia
BB1300FL4,REC,G54DE7BV002586,"003262238714",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,ybhbqm
BB1300FL4,REC,G54DG7FW003986,"003262319936",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,oyzoev
BB1300FL4,REC,C07BC1KL101043,"003262547304",HR24-200C-R,,,0,,"0610505611","11177846",2021-03-10 00:00:00,ghxlks
BB1300FL4,REC,G54DG8NX001058,"003263070298",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,imvrbf
BB1300FL4,REC,G54DG7JL000186,"003263114989",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,anpkef
BB1300FL4,REC,G54DC6PD006464,"003263211082",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,cdgjvt
BB1300FL4,REC,G54DG7FL000794,"003263277034",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,qpzrgj
BB1300FL4,REC,G54DA5NJ001072,"003263314662",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,cifyev
BB1300FL4,REC,G54DG7FF004148,"003263549903",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,zfzrcq
BB1300FL4,REC,G54DG8MY000667,"003263815908",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,vgqzjd
BB1300FL4,REC,G54DG8LH000217,"003264072723",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,xxvwri
BB1300FL4,REC,G54DG7HL000027,"003264120282",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,osodyx
BB1300FL4,REC,G54DB6BD000194,"003264243779",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,qadbnk
BB1300FL4,REC,G54DC6QM002796,"003264361175",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,koogme
BB1300FL4,REC,G54DC6LG002448,"003264593223",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,kvtqtv
BB1300FL4,REC,G54DE7CL006014,"003265075394",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,kqdszl
BB1300FL4,REC,G54DG7FP001054,"003265170757",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,izayja
BB1300FL4,REC,G54DC6LQ001418,"003265388284",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,madbrj
BB1300FL4,REC,C07BD1NM104902,"003265705933",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,asrujy
BB1300FL4,REC,G54DH9BV202611,"003265950414",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,alqpul
BB1300FL4,REC,A32LA1PN112193,"003266151533",H25BPX-100C-R,,,0,,"0611993446","11190182",2021-04-03 00:00:00,qngzut
BB1300FL4,REC,G54DG7PE000580,"003266201767",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,hcafes
BB1300FL4,REC,G06DA0MR000237,"003266399454",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,ggscwz
BB1300FL4,REC,G54DC6MT004317,"003266515901",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,qddzet
BB1300FL4,REC,G54DE7AF004002,"003266539182",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,qmeiof
BB1300FL4,REC,G54DA5QF003000,"003266645187",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,kpaoak
BB1300FL4,REC,G54DC6JY005621,"003266715568",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,zcdogz
BB1300FL4,REC,G54DC6LR001095,"003266785629",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,ofkkju
BB1300FL4,REC,C07BD2KP101205,"003267358947",HR24-200C-R,,,0,,"0610505611","11177846",2021-03-10 00:00:00,gbyhen
BB1300FL4,REC,G54DA5PF003228,"003267527491",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,rqhpvn
BB1300FL4,REC,G54DC6RA000398,"003267779449",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,mjdeie
BB1300FL4,REC,C07BB0QP601698,"003267806671",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,mthvrm
BB1300FL4,REC,G54DG7JH000922,"003267838351",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,waglyp
BB1300FL4,REC,G54DC6QU003722,"003267954604",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,jreuwu
BB1300FL4,REC,G54DE7AK007303,"003268043514",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,iqrspr
BB1300FL4,REC,C07BC1HD101568,"003268054420",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,eavfpy
BB1300FL4,REC,A32LF4MR110433,"003268309394",H25BPX-100C-R,,,0,,"0611993446","11190182",2021-04-03 00:00:00,eiqpcc
BB1300FL4,REC,G54DG8FK000346,"003268447897",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,cysxjt
BB1300FL4,REC,G54DC6MJ006288,"003268516014",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,dhdhgu
BB1300FL4,REC,G54DH9AG200360,"003268632274",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,rerfof
BB1300FL4,REC,G54DC6LY006549,"003268818808",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,axzhlx
BB1300FL4,REC,G54DE7CF008620,"003268881459",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,zyxnkv
BB1300FL4,REC,G54DA5NT000146,"003269608331",HR54BPX-700C-R,,,0,,"0612467041","11192291",2021-04-07 00:00:00,pwwtml
BB1300FL4,REC,G54DG7QL000832,"003269896399",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,daywva
BB1300FL4,REC,G54DG8QU000950,"003270483195",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,jgxkei
BB1300FL4,REC,G54DH9HG201321,"003270703360",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,kbzfaq
BB1300FL4,REC,G54DE7CC008402,"003270870326",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,qsezat
BB1300FL4,REC,G06DA0RT001656,"003271027215",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,otmmyc
BB1300FL4,REC,G54DC6RE000701,"003271420782",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,kcrzdc
BB1300FL4,REC,G54DB6CM000760,"003271510525",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,ykyjja
BB1300FL4,REC,C07BA0MY202500,"003271835617",HR24-200C-R,,,0,,"0610505611","11177847",2021-03-10 00:00:00,lcxzrv
BB1300FL4,REC,G54DA5PP001944,"003271929204",HR54BPX-700C-R,,,0,,"0612912617","11194071",2021-04-19 00:00:00,rphhrh
BB1300FL4,REC,A32LJ5BJ121410,"003272118484",H25BPX-100C-R,,,0,,"0611993446","11190182",2021-04-03 00:00:00,laaeig
BB1300FL4,REC,G54DG7GH000207,"003272125984",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,apkgsk
BB1300FL4,REC,G06DA1EJ000839,"003272197595",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,ldeutj
BB1300FL4,REC,G54DG7HE000839,"003272218490",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,bcorpo
BB1300FL4,REC,G06DA1AY004255,"003272742747",H24-700C-R,,,0,,"0614812338","11202971",2021-05-13 00:00:00,xrxhvk
BB1300FL4,REC,G54DC6PR000827,"003272796180",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,dwmvrx
BB1300FL4,REC,G54DC6PR002958,"003272822838",HR54BPX-700C-R,,,0,,"0612467041","11192292",2021-04-07 00:00:00,puogcp
BB1300FL4,REC,G54DG8FD000808,"003272928528",HR54BPX-700C-R,,,0,,"0612912617","11194072",2021-04-19 00:00:00,awtixf
